method,staleness,staleness_weight,step,time,train_loss
FedAvg,,,76,76,1.9963862419128418
FedAvg,,,77,77,1.9973279297351838
FedAvg,,,78,78,2.006980785727501
FedAvg,,,79,79,2.0089095652103426
FedAvg,,,80,80,1.9866026997566224
AsyncSGD,0,1.0,1,2,2.403380048274994
AsyncSGD,1,0.5,2,2,2.358330774307251
AsyncSGD,2,0.3333333333333333,3,4,2.34658539891243
AsyncSGD,3,0.25,4,4,2.339306914806366
AsyncSGD,4,0.2,5,5,2.3391909658908845
AsyncSGD,5,0.16666666666666666,6,5,2.335526871681213
AsyncSGD,4,0.2,7,5,2.3283590614795684
AsyncSGD,3,0.25,8,5,2.3253132164478303
AsyncSGD,7,0.125,9,6,2.3249744713306426
AsyncSGD,6,0.14285714285714285,10,7,2.3252146005630494
AsyncSGD,5,0.16666666666666666,11,8,2.328725445270538
AsyncSGD,5,0.16666666666666666,12,8,2.3283793568611144
AsyncSGD,5,0.16666666666666666,13,8,2.328305321931839
AsyncSGD,4,0.2,14,9,2.326229912042618
AsyncSGD,6,0.14285714285714285,15,10,2.323740488290787
AsyncSGD,3,0.25,16,10,2.320748782157898
AsyncSGD,6,0.14285714285714285,17,12,2.320660728216171
AsyncSGD,4,0.2,18,12,2.319349330663681
AsyncSGD,4,0.2,19,12,2.3169067740440368
AsyncSGD,8,0.1111111111111111,20,13,2.3158676624298096
AsyncSGD,5,0.16666666666666666,21,13,2.312936580181122
AsyncSGD,4,0.2,22,14,2.3154350101947783
AsyncSGD,4,0.2,23,14,2.3196755230426787
AsyncSGD,4,0.2,24,14,2.3193700075149537
AsyncSGD,8,0.1111111111111111,25,15,2.319068157672882
AsyncSGD,4,0.2,26,15,2.317369431257248
AsyncSGD,3,0.25,27,15,2.315918964147568
AsyncSGD,3,0.25,28,17,2.3146741330623626
AsyncSGD,8,0.1111111111111111,29,18,2.3105322778224946
AsyncSGD,7,0.125,30,18,2.3114893615245817
AsyncSGD,4,0.2,31,18,2.304398649930954
AsyncSGD,4,0.2,32,18,2.304167550802231
AsyncSGD,7,0.125,33,19,2.3033734440803526
AsyncSGD,4,0.2,34,19,2.3075622737407686
AsyncSGD,6,0.14285714285714285,35,20,2.307733952999115
AsyncSGD,3,0.25,36,20,2.304662656784058
AsyncSGD,3,0.25,37,20,2.304491913318634
AsyncSGD,6,0.14285714285714285,38,21,2.305946058034897
AsyncSGD,8,0.1111111111111111,39,22,2.306739407777786
AsyncSGD,5,0.16666666666666666,40,23,2.3059348821640016
AsyncSGD,2,0.3333333333333333,41,23,2.3024043917655943
AsyncSGD,4,0.2,42,24,2.302010715007782
AsyncSGD,7,0.125,43,25,2.3007116615772247
AsyncSGD,7,0.125,44,25,2.3033514082431794
AsyncSGD,5,0.16666666666666666,45,25,2.3077800631523133
AsyncSGD,3,0.25,46,25,2.311900740861893
AsyncSGD,6,0.14285714285714285,47,26,2.3128352105617522
AsyncSGD,6,0.14285714285714285,48,26,2.30760737657547
AsyncSGD,2,0.3333333333333333,49,26,2.302920424938202
AsyncSGD,0,1.0,50,27,2.2997477114200593
AsyncSGD,7,0.125,51,28,2.2998580932617188
AsyncSGD,7,0.125,52,29,2.299949419498444
AsyncSGD,7,0.125,53,30,2.300447815656662
AsyncSGD,6,0.14285714285714285,54,30,2.3007893443107603
AsyncSGD,4,0.2,55,30,2.306564116477966
AsyncSGD,3,0.25,56,30,2.3107114315032957
AsyncSGD,8,0.1111111111111111,57,31,2.309576964378357
AsyncSGD,6,0.14285714285714285,58,31,2.309742587804794
AsyncSGD,5,0.16666666666666666,59,31,2.3130162358283997
AsyncSGD,4,0.2,60,32,2.3131917297840117
AsyncSGD,4,0.2,61,32,2.3122989892959596
AsyncSGD,4,0.2,62,33,2.306935650110245
AsyncSGD,8,0.1111111111111111,63,35,2.304902881383896
AsyncSGD,4,0.2,64,35,2.3062896013259886
AsyncSGD,4,0.2,65,35,2.303021955490112
AsyncSGD,4,0.2,66,35,2.2997973442077635
AsyncSGD,8,0.1111111111111111,67,36,2.3002964317798615
AsyncSGD,4,0.2,68,36,2.299636149406433
AsyncSGD,6,0.14285714285714285,69,37,2.299095261096954
AsyncSGD,4,0.2,70,37,2.29981392621994
AsyncSGD,6,0.14285714285714285,71,38,2.3024009227752686
AsyncSGD,4,0.2,72,38,2.299858719110489
AsyncSGD,2,0.3333333333333333,73,38,2.302693384885788
AsyncSGD,7,0.125,74,39,2.305273801088333
AsyncSGD,5,0.16666666666666666,75,39,2.306694984436035
AsyncSGD,4,0.2,76,39,2.3085445046424864
AsyncSGD,3,0.25,77,39,2.3097490847110747
AsyncSGD,3,0.25,78,40,2.3113126337528227
AsyncSGD,2,0.3333333333333333,79,40,2.3153431892395018
AsyncSGD,11,0.08333333333333333,80,41,2.31539900302887
AsyncSGD,5,0.16666666666666666,81,42,2.3176630258560182
AsyncSGD,9,0.1,82,43,2.3141153931617735
AsyncSGD,5,0.16666666666666666,83,43,2.317951261997223
AsyncSGD,4,0.2,84,44,2.3096542060375214
AsyncSGD,4,0.2,85,44,2.3011574149131775
AsyncSGD,4,0.2,86,44,2.3010268449783324
AsyncSGD,8,0.1111111111111111,87,45,2.296685630083084
AsyncSGD,5,0.16666666666666666,88,46,2.295034784078598
AsyncSGD,2,0.3333333333333333,89,46,2.300016039609909
AsyncSGD,1,0.5,90,47,2.292264372110367
AsyncSGD,7,0.125,91,48,2.291187953948975
AsyncSGD,6,0.14285714285714285,92,48,2.291100788116455
AsyncSGD,2,0.3333333333333333,93,48,2.2953205943107604
AsyncSGD,9,0.1,94,49,2.297181224822998
AsyncSGD,5,0.16666666666666666,95,49,2.2972676753997803
AsyncSGD,8,0.1111111111111111,96,50,2.2964786291122437
AsyncSGD,3,0.25,97,50,2.2988091588020323
AsyncSGD,6,0.14285714285714285,98,51,2.3033967077732087
AsyncSGD,6,0.14285714285714285,99,52,2.302133411169052
AsyncSGD,5,0.16666666666666666,100,52,2.304990702867508
AsyncSGD,5,0.16666666666666666,101,52,2.3061376333236696
AsyncSGD,5,0.16666666666666666,102,52,2.3091809689998626
AsyncSGD,2,0.3333333333333333,103,53,2.3018415212631225
AsyncSGD,1,0.5,104,53,2.3095727920532227
AsyncSGD,6,0.14285714285714285,105,54,2.3120569705963137
AsyncSGD,8,0.1111111111111111,106,55,2.313843423128128
AsyncSGD,5,0.16666666666666666,107,55,2.315565198659897
AsyncSGD,3,0.25,108,56,2.3284795939922334
AsyncSGD,9,0.1,109,57,2.3348362326622008
AsyncSGD,4,0.2,110,57,2.346207994222641
AsyncSGD,7,0.125,111,58,2.347057783603668
AsyncSGD,4,0.2,112,58,2.3378077328205107
AsyncSGD,2,0.3333333333333333,113,58,2.319252151250839
AsyncSGD,0,1.0,114,59,2.3086771368980408
AsyncSGD,8,0.1111111111111111,115,60,2.313381868600845
AsyncSGD,7,0.125,116,60,2.31547355055809
AsyncSGD,7,0.125,117,60,2.3190477430820464
AsyncSGD,5,0.16666666666666666,118,60,2.3302714586257935
AsyncSGD,4,0.2,119,61,2.3194723069667815
AsyncSGD,4,0.2,120,62,2.3057375311851502
AsyncSGD,4,0.2,121,62,2.303315794467926
AsyncSGD,10,0.09090909090909091,122,63,2.3059108912944795
AsyncSGD,4,0.2,123,63,2.2976351261138914
AsyncSGD,6,0.14285714285714285,124,64,2.2951648354530336
AsyncSGD,5,0.16666666666666666,125,64,2.2921265721321107
AsyncSGD,4,0.2,126,65,2.2929824769496916
AsyncSGD,1,0.5,127,65,2.286500668525696
AsyncSGD,7,0.125,128,66,2.2862158954143523
AsyncSGD,5,0.16666666666666666,129,66,2.285331654548645
AsyncSGD,5,0.16666666666666666,130,66,2.2851179480552672
AsyncSGD,4,0.2,131,67,2.285645967721939
AsyncSGD,2,0.3333333333333333,132,67,2.2848265767097473
AsyncSGD,10,0.09090909090909091,133,68,2.285040187835693
AsyncSGD,6,0.14285714285714285,134,68,2.285645306110382
AsyncSGD,6,0.14285714285714285,135,69,2.285318660736084
AsyncSGD,4,0.2,136,69,2.285333651304245
AsyncSGD,3,0.25,137,69,2.2894042253494264
AsyncSGD,7,0.125,138,70,2.288400191068649
AsyncSGD,2,0.3333333333333333,139,70,2.2831998586654665
AsyncSGD,0,1.0,140,71,2.334568238258362
AsyncSGD,8,0.1111111111111111,141,72,2.3367104291915894
AsyncSGD,6,0.14285714285714285,142,72,2.3366780996322634
AsyncSGD,5,0.16666666666666666,143,72,2.3357167541980743
AsyncSGD,9,0.1,144,73,2.337139892578125
AsyncSGD,6,0.14285714285714285,145,73,2.3330558061599733
AsyncSGD,3,0.25,146,74,2.3353411316871644
AsyncSGD,3,0.25,147,74,2.336905598640442
AsyncSGD,2,0.3333333333333333,148,74,2.317549353837967
AsyncSGD,7,0.125,149,75,2.309176969528198
AsyncSGD,1,0.5,150,75,2.2944183588027953
AsyncSGD,10,0.09090909090909091,151,76,2.296260005235672
AsyncSGD,7,0.125,152,76,2.2944922149181366
AsyncSGD,6,0.14285714285714285,153,76,2.295608639717102
AsyncSGD,6,0.14285714285714285,154,77,2.2968585669994352
AsyncSGD,5,0.16666666666666666,155,77,2.297037535905838
AsyncSGD,3,0.25,156,77,2.2930024027824403
AsyncSGD,6,0.14285714285714285,157,78,2.2965181946754454
AsyncSGD,4,0.2,158,80,2.2956464111804964
AsyncSGD,4,0.2,159,80,2.292159652709961
AsyncSGD,8,0.1111111111111111,160,81,2.2910619735717774
Async-LocalSGD,0,1.0,1,1,2.3997651278972625
Async-LocalSGD,1,0.5,2,1,2.3859796643257143
Async-LocalSGD,2,0.3333333333333333,3,2,2.388319617509842
Async-LocalSGD,3,0.25,4,2,2.3895595967769623
Async-LocalSGD,4,0.2,5,2,2.3890537679195405
Async-LocalSGD,5,0.16666666666666666,6,2,2.3866527795791628
Async-LocalSGD,4,0.2,7,2,2.3581002414226533
Async-LocalSGD,6,0.14285714285714285,8,3,2.3470644414424897
Async-LocalSGD,2,0.3333333333333333,9,3,2.322579491138458
Async-LocalSGD,5,0.16666666666666666,10,4,2.314153391122818
Async-LocalSGD,1,0.5,11,4,2.3145936489105225
Async-LocalSGD,8,0.1111111111111111,12,5,2.312913769483566
Async-LocalSGD,7,0.125,13,5,2.3156191527843477
Async-LocalSGD,6,0.14285714285714285,14,6,2.3189189970493316
Async-LocalSGD,3,0.25,15,6,2.309610825777054
Async-LocalSGD,7,0.125,16,7,2.3134482145309447
Async-LocalSGD,6,0.14285714285714285,17,7,2.312244063615799
Async-LocalSGD,2,0.3333333333333333,18,7,2.322513258457184
Async-LocalSGD,4,0.2,19,8,2.3160354435443877
Async-LocalSGD,2,0.3333333333333333,20,8,2.3138744294643403
Async-LocalSGD,7,0.125,21,9,2.316740703582764
Async-LocalSGD,5,0.16666666666666666,22,9,2.3159093141555784
Async-LocalSGD,10,0.09090909090909091,23,10,2.31550150513649
Async-LocalSGD,3,0.25,24,11,2.3078915774822235
Async-LocalSGD,6,0.14285714285714285,25,12,2.3049936413764955
Async-LocalSGD,4,0.2,26,12,2.30440793633461
Async-LocalSGD,4,0.2,27,12,2.3065129041671755
Async-LocalSGD,8,0.1111111111111111,28,13,2.307038003206253
Async-LocalSGD,3,0.25,29,14,2.3108705163002012
Async-LocalSGD,6,0.14285714285714285,30,15,2.309789788722992
Async-LocalSGD,4,0.2,31,15,2.3057078659534453
Async-LocalSGD,4,0.2,32,15,2.302199310064316
Async-LocalSGD,8,0.1111111111111111,33,16,2.3011963307857513
Async-LocalSGD,5,0.16666666666666666,34,16,2.303633213043213
Async-LocalSGD,5,0.16666666666666666,35,19,2.303333765268326
Async-LocalSGD,4,0.2,36,19,2.3004466354846955
Async-LocalSGD,3,0.25,37,19,2.30725354552269
Async-LocalSGD,3,0.25,38,19,2.305214446783066
Async-LocalSGD,8,0.1111111111111111,39,20,2.305359733104706
Async-LocalSGD,7,0.125,40,20,2.3058600664138793
Async-LocalSGD,3,0.25,41,22,2.3010954797267913
Async-LocalSGD,1,0.5,42,22,2.299650776386261
Async-LocalSGD,6,0.14285714285714285,43,23,2.2985573291778563
Async-LocalSGD,5,0.16666666666666666,44,23,2.2976739346981048
Async-LocalSGD,3,0.25,45,23,2.2965789258480074
Async-LocalSGD,10,0.09090909090909091,46,24,2.2961698830127717
Async-LocalSGD,1,0.5,47,24,2.3002901792526247
Async-LocalSGD,8,0.1111111111111111,48,25,2.3028805196285247
Async-LocalSGD,5,0.16666666666666666,49,25,2.305252492427826
Async-LocalSGD,5,0.16666666666666666,50,25,2.303467983007431
Async-LocalSGD,3,0.25,51,26,2.2989108204841613
Async-LocalSGD,3,0.25,52,26,2.29983332157135
Async-LocalSGD,2,0.3333333333333333,53,26,2.2980994284152985
Async-LocalSGD,11,0.08333333333333333,54,27,2.2971837639808657
Async-LocalSGD,8,0.1111111111111111,55,28,2.297121113538742
Async-LocalSGD,6,0.14285714285714285,56,28,2.2958613991737367
Async-LocalSGD,5,0.16666666666666666,57,29,2.2950969457626345
Async-LocalSGD,5,0.16666666666666666,58,29,2.2926278531551363
Async-LocalSGD,5,0.16666666666666666,59,29,2.2916580617427824
Async-LocalSGD,2,0.3333333333333333,60,30,2.2956206023693086
Async-LocalSGD,6,0.14285714285714285,61,31,2.29660302400589
Async-LocalSGD,6,0.14285714285714285,62,31,2.2947444796562193
Async-LocalSGD,6,0.14285714285714285,63,31,2.2966746270656584
Async-LocalSGD,5,0.16666666666666666,64,32,2.296943259239197
Async-LocalSGD,2,0.3333333333333333,65,32,2.299286311864853
Async-LocalSGD,6,0.14285714285714285,66,34,2.2983157515525816
Async-LocalSGD,5,0.16666666666666666,67,34,2.2960729956626893
Async-LocalSGD,3,0.25,68,34,2.2954384624958037
Async-LocalSGD,8,0.1111111111111111,69,35,2.2951675355434418
Async-LocalSGD,6,0.14285714285714285,70,36,2.2952921211719515
Async-LocalSGD,5,0.16666666666666666,71,37,2.2963426887989042
Async-LocalSGD,1,0.5,72,37,2.3232636213302613
Async-LocalSGD,4,0.2,73,38,2.321060472726822
Async-LocalSGD,7,0.125,74,39,2.3210720777511598
Async-LocalSGD,7,0.125,75,39,2.3231694519519808
Async-LocalSGD,6,0.14285714285714285,76,39,2.3188744306564333
Async-LocalSGD,5,0.16666666666666666,77,39,2.322345978021622
Async-LocalSGD,5,0.16666666666666666,78,39,2.313344419002533
Async-LocalSGD,3,0.25,79,40,2.3023490965366364
Async-LocalSGD,6,0.14285714285714285,80,42,2.2981521070003508
Async-LocalSGD,4,0.2,81,42,2.2922372937202455
Async-LocalSGD,4,0.2,82,42,2.288475978374481
Async-LocalSGD,3,0.25,83,42,2.288994586467743
Async-LocalSGD,9,0.1,84,44,2.290618348121643
Async-LocalSGD,6,0.14285714285714285,85,44,2.293151706457138
Async-LocalSGD,2,0.3333333333333333,86,44,2.2894925236701966
Async-LocalSGD,6,0.14285714285714285,87,46,2.2897999763488768
Async-LocalSGD,6,0.14285714285714285,88,46,2.2894671022892
Async-LocalSGD,6,0.14285714285714285,89,46,2.2916086077690125
Async-LocalSGD,3,0.25,90,46,2.284055656194687
Async-LocalSGD,2,0.3333333333333333,91,47,2.2845899760723114
Async-LocalSGD,1,0.5,92,47,2.286743700504303
Async-LocalSGD,8,0.1111111111111111,93,48,2.286434304714203
Async-LocalSGD,8,0.1111111111111111,94,48,2.2882978081703187
Async-LocalSGD,7,0.125,95,48,2.2841751754283903
Async-LocalSGD,6,0.14285714285714285,96,48,2.2854111194610596
Async-LocalSGD,2,0.3333333333333333,97,49,2.278305560350418
Async-LocalSGD,2,0.3333333333333333,98,49,2.28158101439476
Async-LocalSGD,7,0.125,99,50,2.2804125428199766
Async-LocalSGD,3,0.25,100,50,2.277061480283737
Async-LocalSGD,3,0.25,101,50,2.2750019252300264
Async-LocalSGD,9,0.1,102,51,2.274571216106415
Async-LocalSGD,3,0.25,103,51,2.275231105089188
Async-LocalSGD,5,0.16666666666666666,104,52,2.2752452552318574
Async-LocalSGD,11,0.08333333333333333,105,53,2.274933534860611
Async-LocalSGD,5,0.16666666666666666,106,53,2.2750439167022707
Async-LocalSGD,4,0.2,107,53,2.2788295984268188
Async-LocalSGD,3,0.25,108,53,2.2764124751091
Async-LocalSGD,3,0.25,109,54,2.275593453645706
Async-LocalSGD,8,0.1111111111111111,110,55,2.2748156249523164
Async-LocalSGD,7,0.125,111,55,2.268180710077286
Async-LocalSGD,4,0.2,112,55,2.261765241622925
Async-LocalSGD,6,0.14285714285714285,113,56,2.263687914609909
Async-LocalSGD,5,0.16666666666666666,114,56,2.275604617595673
Async-LocalSGD,5,0.16666666666666666,115,57,2.270270413160324
Async-LocalSGD,5,0.16666666666666666,116,58,2.2652828991413116
Async-LocalSGD,2,0.3333333333333333,117,58,2.288388729095459
Async-LocalSGD,5,0.16666666666666666,118,59,2.266082799434662
Async-LocalSGD,5,0.16666666666666666,119,59,2.2587909281253813
Async-LocalSGD,8,0.1111111111111111,120,60,2.26906076669693
Async-LocalSGD,5,0.16666666666666666,121,61,2.2676734745502474
Async-LocalSGD,4,0.2,122,61,2.2527087688446046
Async-LocalSGD,4,0.2,123,62,2.256405735015869
Async-LocalSGD,3,0.25,124,62,2.258833909034729
Async-LocalSGD,8,0.1111111111111111,125,63,2.2606062591075897
Async-LocalSGD,6,0.14285714285714285,126,63,2.2640755832195283
Async-LocalSGD,4,0.2,127,63,2.2617421448230743
Async-LocalSGD,2,0.3333333333333333,128,64,2.2788262486457826
Async-LocalSGD,2,0.3333333333333333,129,64,2.260779249668121
Async-LocalSGD,5,0.16666666666666666,130,65,2.2673775255680084
Async-LocalSGD,3,0.25,131,65,2.2661997437477113
Async-LocalSGD,10,0.09090909090909091,132,66,2.2718984365463255
Async-LocalSGD,9,0.1,133,67,2.270938289165497
Async-LocalSGD,1,0.5,134,68,2.2672822773456573
Async-LocalSGD,6,0.14285714285714285,135,69,2.2721320748329163
Async-LocalSGD,6,0.14285714285714285,136,69,2.268510031700134
Async-LocalSGD,6,0.14285714285714285,137,69,2.2677511513233184
Async-LocalSGD,4,0.2,138,69,2.287688022851944
Async-LocalSGD,7,0.125,139,70,2.2978982090950013
Async-LocalSGD,5,0.16666666666666666,140,71,2.295474535226822
Async-LocalSGD,3,0.25,141,71,2.279078495502472
Async-LocalSGD,3,0.25,142,71,2.234403145313263
Async-LocalSGD,6,0.14285714285714285,143,72,2.2293068289756777
Async-LocalSGD,4,0.2,144,72,2.2327156245708464
Async-LocalSGD,4,0.2,145,73,2.282085472345352
Async-LocalSGD,10,0.09090909090909091,146,74,2.2830854296684264
Async-LocalSGD,5,0.16666666666666666,147,74,2.2822101294994352
Async-LocalSGD,5,0.16666666666666666,148,74,2.2805676579475405
Async-LocalSGD,1,0.5,149,75,2.272967833280563
Async-LocalSGD,4,0.2,150,76,2.2805063903331755
Async-LocalSGD,1,0.5,151,76,2.2528582394123076
Async-LocalSGD,8,0.1111111111111111,152,77,2.2766497313976286
Async-LocalSGD,8,0.1111111111111111,153,77,2.2494161784648896
Async-LocalSGD,2,0.3333333333333333,154,77,2.224840837717056
Async-LocalSGD,8,0.1111111111111111,155,78,2.2293702900409698
Async-LocalSGD,1,0.5,156,78,2.2217330992221833
Async-LocalSGD,8,0.1111111111111111,157,79,2.2167240738868714
Async-LocalSGD,4,0.2,158,79,2.20568984746933
Async-LocalSGD,6,0.14285714285714285,159,80,2.2222367763519286
Async-LocalSGD,9,0.1,160,81,2.2158745765686034
