optimizer,train_loss,val_loss,tokens_seen,steps,seconds,peak_memory_mb,hellaswag_acc_norm,gsm8k_exact_match
AdamW,4.102319717407227,4.094440281391144,4608,12,0.034275832993444055,,,
Lion,4.091457843780518,4.082236289978027,4608,12,0.010103124979650602,,,
Muon,4.040924072265625,4.030831515789032,4608,12,0.017631833004998043,,,
